SaleCondition,SalePrice,SaleType,MSZoning,BsmtQual,Foundation,Electrical,RoofStyle,Neighborhood,GrLivArea,firstFlrSF,YearBuilt,GarageType,OverallQual,OverallCond,TotRmsAbvGrd,GarageCars,GarageArea
Normal,141000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1092,1092,1957,Attchd,5,5,6,1,299
Family,88000,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,1092,525,1971,Detchd,6,5,6,1,264
Normal,55000,WD,RM,NoBasement,Slab,SBrkr,Hip,IDOTRR,1092,372,1930,NoGarage,4,5,7,0,0
Normal,75000,WD,RM,TA,CBlock,SBrkr,Gable,MeadowV,1092,546,1970,Attchd,4,5,6,1,286
Normal,88000,WD,RM,TA,CBlock,SBrkr,Gable,MeadowV,1092,546,1970,Attchd,4,4,6,1,286
Normal,83500,WD,RM,TA,CBlock,SBrkr,Gable,MeadowV,1092,546,1973,Attchd,4,5,6,1,286
Normal,157000,WD,RL,Ex,PConc,SBrkr,Gable,Edwards,1090,1090,2005,Attchd,5,5,5,2,450
Normal,170000,WD,RL,Gd,CBlock,SBrkr,Gable,StoneBr,1088,1088,1986,Attchd,8,5,5,2,461
Normal,144900,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1086,1086,1954,Attchd,5,7,6,2,490
Normal,159950,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1086,1086,1966,Attchd,5,5,6,2,484
Normal,119200,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1082,1082,1948,Detchd,6,5,5,1,240
Normal,136000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1080,1080,1958,Attchd,6,7,5,1,288
Normal,141000,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1080,1080,2004,NoGarage,7,5,6,0,0
Normal,134000,WD,RL,TA,PConc,SBrkr,Gable,Mitchel,1080,1080,1983,Attchd,6,5,5,2,484
Normal,149900,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1078,1078,1971,Attchd,5,6,6,2,500
Normal,142125,WD,RL,TA,CBlock,FuseA,Hip,NAmes,1078,1078,1950,Attchd,5,6,5,1,240
Normal,118000,WD,RL,TA,BrkTil,SBrkr,Gable,BrkSide,1077,1077,1939,Attchd,5,6,5,1,205
Abnorml,67000,WD,RM,Fa,BrkTil,Mix,Gable,IDOTRR,1077,1077,1920,Detchd,5,2,6,1,338
Normal,91000,WD,RM,TA,BrkTil,SBrkr,Hip,IDOTRR,1077,1077,1922,Detchd,3,4,6,1,210
Normal,153500,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1074,1074,1975,Attchd,5,6,6,2,495
Normal,156000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1073,1073,1965,Attchd,5,7,6,2,515
Abnorml,108480,WD,RL,TA,BrkTil,SBrkr,Gable,OldTown,1073,1073,1921,Detchd,5,6,4,1,326
Normal,148000,WD,RM,Gd,PConc,SBrkr,Gable,Edwards,1072,1072,2005,Basment,6,5,5,2,525
Partial,140000,New,RM,Gd,PConc,SBrkr,Gable,Edwards,1072,1072,2005,Basment,6,5,5,2,525
Normal,145000,WD,RM,Gd,PConc,SBrkr,Gable,Edwards,1072,1072,2005,Basment,5,5,5,2,525
Abnorml,140000,COD,RL,Gd,CBlock,SBrkr,Gable,NPkVill,1069,1069,1977,Attchd,6,6,4,2,440
Normal,127500,WD,RL,Gd,CBlock,SBrkr,Gable,NPkVill,1069,1069,1977,Attchd,6,5,4,2,440
Normal,154500,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,1068,1068,1963,Attchd,6,8,6,1,264
Normal,128000,WD,RL,Gd,CBlock,SBrkr,Gable,Sawyer,1067,1067,1950,Attchd,4,7,4,2,436
Normal,126500,COD,RL,TA,CBlock,SBrkr,Gable,NAmes,1065,1065,1960,Detchd,5,5,6,2,461
Normal,128000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1063,1063,1954,Attchd,5,5,6,1,280
Normal,146800,WD,RL,Gd,PConc,SBrkr,Gable,Mitchel,1062,1062,1976,Attchd,6,5,5,2,539
Normal,129900,WD,RM,Gd,PConc,SBrkr,Gable,MeadowV,1060,1060,1976,Attchd,5,7,6,2,572
Normal,154000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1060,1060,1968,Attchd,5,8,6,1,270
Abnorml,109000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1057,1057,1953,Detchd,5,7,5,1,246
Normal,132000,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,1057,1057,1962,Detchd,5,5,6,2,576
Normal,139000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1056,1056,1958,Attchd,5,6,6,1,308
Normal,145000,WD,RL,TA,CBlock,SBrkr,Hip,Gilbert,1056,1056,1955,Attchd,5,5,5,2,572
Normal,142000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1056,1056,1968,Attchd,5,6,6,1,304
Normal,139400,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1056,1056,1954,Attchd,5,7,6,1,260
Normal,144000,WD,RL,TA,CBlock,SBrkr,Gable,OldTown,1056,1056,1980,Detchd,6,5,4,2,576
Normal,107000,WD,RH,TA,CBlock,SBrkr,Gable,SawyerW,1056,1056,1966,Detchd,4,4,5,1,384
Abnorml,137500,WD,RL,TA,PConc,SBrkr,Gable,NAmes,1054,1054,1963,Attchd,6,7,6,2,480
Normal,151000,WD,RL,Gd,CBlock,SBrkr,Gable,NAmes,1054,1054,1969,Attchd,6,8,6,2,460
Abnorml,150000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1053,1053,1958,2Types,5,7,6,2,750
Normal,145500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1053,1053,1959,Attchd,5,7,5,1,312
Normal,155000,WD,RL,TA,CBlock,SBrkr,Gable,ClearCr,1052,1052,1971,Attchd,6,7,6,2,440
Normal,138500,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1052,1052,1968,Attchd,5,5,5,1,288
Normal,136500,COD,RL,TA,CBlock,SBrkr,Hip,NAmes,1050,1050,1961,Attchd,5,6,6,1,368
Normal,128900,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1050,1050,1956,Attchd,5,6,5,1,338
Normal,113000,WD,RM,TA,BrkTil,FuseA,Gable,BrkSide,1048,1048,1922,Detchd,5,6,5,1,280
Normal,98300,WD,RL,NoBasement,CBlock,SBrkr,Hip,NAmes,1048,1048,1950,Detchd,5,5,7,2,420
Normal,135000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1048,1048,1956,Attchd,5,5,6,1,286
Normal,100000,WD,RM,Fa,BrkTil,SBrkr,Mansard,OldTown,1047,1047,1885,Detchd,4,7,6,1,273
Alloca,55993,WD,C (all),TA,CBlock,FuseA,Hip,IDOTRR,1044,1044,1952,Basment,5,5,4,2,504
Normal,124500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1041,1041,1959,Attchd,5,6,6,1,270
Normal,129500,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,1040,1040,1965,Detchd,5,5,5,1,384
Normal,109900,WD,RL,NoBasement,Slab,FuseA,Gable,NAmes,1040,1040,1950,Detchd,4,5,4,2,420
Normal,109500,WD,RL,NoBasement,CBlock,FuseF,Hip,NAmes,1040,1040,1950,Detchd,5,7,5,2,625
Normal,87500,WD,RL,NoBasement,Slab,FuseA,Gable,NAmes,1040,1040,1949,Detchd,3,4,6,2,400
Normal,124000,WD,RL,Gd,CBlock,SBrkr,Gable,CollgCr,1040,1040,1978,NoGarage,5,5,5,0,0
Normal,152000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1040,1040,1996,Detchd,5,5,6,2,576
Normal,93500,WD,RL,NoBasement,CBlock,FuseF,Gable,NAmes,1040,1040,1950,Detchd,3,4,6,2,400
Normal,127000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1040,1040,1962,Detchd,5,8,6,1,260
Normal,132250,WD,RL,TA,PConc,SBrkr,Gable,Mitchel,1040,1040,1963,Attchd,4,5,5,2,648
Normal,133000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1040,1040,1963,Attchd,5,5,5,1,308
Normal,92900,WD,RL,NoBasement,Slab,FuseA,Gable,NAmes,1040,1040,1950,Detchd,3,4,6,2,400
Normal,133700,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1040,1040,1959,Attchd,5,5,6,1,286
Normal,150500,WD,RL,Gd,CBlock,SBrkr,Gable,CollgCr,1040,1040,1977,Detchd,5,7,5,2,484
Normal,90000,WD,RL,NoBasement,Slab,FuseF,Gable,NAmes,1040,1040,1949,Detchd,4,5,6,2,420
Normal,131500,WD,RL,TA,PConc,SBrkr,Hip,Sawyer,1039,1039,1965,Attchd,5,4,6,2,504
Normal,109000,WD,RL,TA,CBlock,FuseA,Gable,OldTown,1034,735,1940,Detchd,5,6,5,1,240
Normal,169900,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,1034,1034,1976,Attchd,6,5,6,3,888
Normal,148000,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1032,1032,1978,Attchd,6,6,6,2,564
Normal,118500,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1029,1029,1961,Attchd,4,5,5,1,261
Normal,115000,WD,RM,TA,CBlock,FuseA,Gable,OldTown,1028,1028,1927,Detchd,5,6,5,2,360
Normal,156000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1026,1026,1969,Detchd,6,8,5,2,440
Normal,147000,WD,RL,Gd,CBlock,SBrkr,Gable,CollgCr,1026,1026,1978,Detchd,6,6,5,2,576
Normal,85000,WD,RM,TA,BrkTil,SBrkr,Hip,OldTown,1022,1022,1910,Detchd,5,4,4,1,280
Normal,94000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1020,780,1875,NoGarage,5,8,6,0,0
Abnorml,88000,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,1015,1015,1925,Detchd,5,7,6,1,450
Normal,118400,WD,RM,TA,BrkTil,FuseA,Gable,IDOTRR,1012,1012,1920,Detchd,6,5,6,1,308
Normal,137000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1008,1008,1954,Attchd,5,6,4,1,275
Normal,134500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1008,1008,1953,Attchd,5,7,6,1,240
Normal,80000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1006,1006,1959,NoGarage,5,3,5,0,0
Normal,115000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1005,1005,1955,Detchd,4,5,5,2,672
Normal,149000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1004,1004,1970,Attchd,6,7,5,2,480
Normal,135000,WD,RL,Gd,CBlock,SBrkr,Gable,Mitchel,1004,1004,1977,Attchd,6,5,4,2,504
Normal,142500,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,1003,1003,1984,Detchd,6,6,6,2,588
Normal,148500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1002,1002,1970,Detchd,5,6,5,2,902
Normal,132500,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,999,999,1962,Detchd,5,7,6,1,264
Normal,178400,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,999,999,1961,Attchd,7,9,6,2,588
Normal,134500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,999,999,1962,Attchd,5,5,6,1,300
Normal,108000,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,996,996,1940,NoGarage,5,6,6,0,0
Normal,147000,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,996,996,1992,Attchd,6,6,5,2,564
Normal,123600,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,990,990,1994,NoGarage,4,5,5,0,0
Normal,156000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,990,990,1995,Attchd,5,5,5,2,576
Normal,145000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,990,990,1994,Detchd,5,5,5,2,672
Normal,126000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,990,990,1994,Attchd,5,5,5,1,299
Normal,138000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,990,990,1994,Detchd,5,5,5,2,480
Normal,91000,WD,RM,Gd,CBlock,SBrkr,Gable,MeadowV,988,526,1973,BuiltIn,4,5,5,1,297
Normal,180000,WD,RL,TA,CBlock,SBrkr,Flat,ClearCr,988,988,1969,Attchd,6,5,4,2,540
Normal,113000,WD,RL,TA,CBlock,FuseA,Hip,Mitchel,988,988,1954,Attchd,5,5,4,2,520
Normal,128500,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,988,988,1961,Detchd,5,5,5,2,572
Normal,119000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,988,988,1950,Attchd,5,7,6,1,276
Normal,106000,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,987,483,1970,Detchd,6,6,5,1,280
Normal,94500,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,987,483,1972,Attchd,6,5,5,1,288
Normal,89500,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,987,483,1971,Detchd,6,3,5,1,264
Normal,118000,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,987,483,1972,Detchd,6,8,5,1,264
Abnorml,85400,COD,RM,TA,CBlock,SBrkr,Gable,BrDale,987,483,1971,Detchd,6,5,4,1,264
Normal,100000,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,987,483,1973,Detchd,6,5,5,1,264
Normal,83000,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,987,483,1973,Detchd,6,5,5,1,264
Normal,102000,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,986,986,1926,Detchd,6,5,5,1,180
Normal,149900,WD,RL,Gd,CBlock,SBrkr,Gable,CollgCr,985,985,1977,Attchd,5,8,6,1,328
Normal,143250,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,981,981,1971,Detchd,6,5,5,2,576
Normal,135000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,980,980,1977,Detchd,5,6,6,2,484
Normal,135500,WD,RL,TA,PConc,SBrkr,Gable,NAmes,980,980,1967,Attchd,5,5,6,1,384
AdjLand,127500,WD,RL,Gd,CBlock,SBrkr,Flat,Edwards,980,980,1975,NoGarage,6,5,4,0,0
Abnorml,93500,Oth,RL,Gd,PConc,SBrkr,Gable,Mitchel,974,974,1991,NoGarage,5,5,5,0,0
Normal,132000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,972,972,1948,Detchd,6,6,5,1,240
Normal,128500,WD,RL,Gd,CBlock,SBrkr,Gable,CollgCr,971,971,1969,Attchd,5,6,5,1,300
Normal,132500,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,970,970,1963,Detchd,5,6,5,2,624
Normal,122000,WD,RL,TA,CBlock,SBrkr,Gable,CollgCr,969,969,1975,Attchd,5,6,5,2,440
Normal,100000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,968,968,1923,Detchd,5,6,5,2,480
Abnorml,37900,WD,RM,TA,BrkTil,SBrkr,Gable,OldTown,968,600,1910,NoGarage,3,6,6,0,0
Normal,64500,WD,RL,TA,BrkTil,SBrkr,Gable,OldTown,968,968,1927,Detchd,4,6,5,1,216
Abnorml,119900,WD,RH,TA,CBlock,SBrkr,Gable,SawyerW,965,965,1965,Detchd,5,5,6,1,300
Normal,163500,WD,RL,Gd,BrkTil,SBrkr,Gable,Crawfor,964,964,1921,Detchd,5,7,5,2,432
Normal,94750,WD,RL,TA,CBlock,FuseF,Hip,Edwards,960,960,1965,Attchd,4,5,6,1,432
Normal,129000,WD,RL,TA,CBlock,SBrkr,Gable,BrkSide,960,960,1970,Detchd,4,5,6,2,576
Abnorml,112000,COD,RL,TA,CBlock,FuseA,Gable,Edwards,960,960,1956,Basment,4,3,5,1,288
Normal,145000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,960,960,1965,Attchd,4,9,3,1,364
Normal,108500,WD,RM,TA,PConc,FuseA,Hip,OldTown,960,960,1920,Detchd,4,4,5,1,308
Normal,128000,WD,RL,Gd,CBlock,SBrkr,Gable,NPkVill,958,958,1976,Attchd,6,5,5,2,440
Normal,151500,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,958,958,1960,Attchd,6,8,5,1,301
Normal,143750,WD,RL,Gd,CBlock,SBrkr,Gable,NPkVill,958,958,1976,Attchd,6,6,5,2,440
Normal,127000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,955,955,1966,Attchd,5,7,6,1,386
Normal,119750,WD,RL,Fa,PConc,SBrkr,Gable,Crawfor,954,954,1938,Basment,5,7,5,1,240
Normal,132500,WD,RL,TA,CBlock,SBrkr,Gable,CollgCr,954,954,1976,Detchd,5,5,6,2,576
Normal,135750,WD,RL,TA,CBlock,FuseA,Gable,NAmes,952,952,1956,Detchd,4,7,4,1,283
Abnorml,139000,COD,RL,TA,CBlock,SBrkr,Gable,NAmes,952,952,1951,Detchd,5,7,4,2,840
Normal,121000,WD,RL,TA,BrkTil,FuseF,Gable,BrkSide,952,952,1916,Detchd,6,6,4,1,192
Abnorml,106500,WD,RM,TA,BrkTil,SBrkr,Gable,IDOTRR,951,951,1936,Detchd,4,6,6,1,327
Normal,119500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,950,950,1971,Detchd,5,5,5,1,280
Family,108000,WD,RL,TA,PConc,SBrkr,Gable,Sawyer,948,948,1968,Attchd,5,5,6,1,300
Normal,119000,WD,RL,TA,CBlock,SBrkr,Hip,Edwards,948,948,1954,Detchd,4,6,5,1,280
Normal,111000,WD,RL,TA,PConc,SBrkr,Hip,Edwards,948,948,1954,Attchd,4,5,5,1,248
Normal,82000,WD,RL,NoBasement,Slab,FuseF,Flat,Edwards,944,944,1952,Detchd,3,3,4,2,528
Normal,135960,WD,RL,Gd,CBlock,SBrkr,Gable,NAmes,943,943,1979,Detchd,5,5,4,2,600
Normal,130250,WD,RL,Gd,CBlock,SBrkr,Hip,CollgCr,938,938,1975,Detchd,5,6,5,1,308
Normal,93000,WD,RM,Fa,CBlock,SBrkr,Gable,OldTown,936,936,1953,Detchd,4,4,4,2,576
Normal,129000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,936,936,1956,Attchd,5,7,4,1,308
Normal,140000,WD,RM,Gd,CBlock,SBrkr,Gable,OldTown,936,936,1980,Detchd,5,5,4,2,672
Normal,79500,WD,RM,TA,BrkTil,FuseA,Gable,BrkSide,935,779,1930,Detchd,5,6,4,1,308
Normal,137000,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,935,935,1965,Attchd,5,6,5,1,288
Normal,124000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,932,932,1950,Attchd,6,5,4,1,306
Abnorml,84900,WD,RL,NoBasement,CBlock,SBrkr,Gable,Edwards,930,930,1946,Detchd,4,7,6,1,308
Normal,132000,WD,RL,Gd,CBlock,SBrkr,Hip,NAmes,928,928,1956,Attchd,5,7,4,1,252
Normal,112500,WD,RM,TA,CBlock,FuseA,Hip,OldTown,928,928,1957,Attchd,5,6,5,1,288
Normal,117500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,925,925,1965,Detchd,5,6,5,1,429
Normal,110000,WD,RL,Gd,CBlock,SBrkr,Hip,CollgCr,924,924,1975,Detchd,5,6,5,1,280
Normal,122900,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,924,672,1949,Detchd,5,7,6,2,576
Normal,80000,WD,RL,Gd,BrkTil,FuseA,Gable,Edwards,924,672,1941,Detchd,4,4,5,1,280
Normal,143000,WD,RL,Gd,CBlock,SBrkr,Gable,SawyerW,923,923,1980,Attchd,6,5,5,1,264
Normal,119500,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,923,923,1984,Attchd,5,5,5,1,264
Normal,99500,WD,RL,Gd,CBlock,SBrkr,Gable,SawyerW,918,918,1979,Attchd,6,5,5,1,264
Normal,148000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,914,914,1996,Detchd,5,5,5,2,576
Normal,129000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,913,913,1966,Detchd,6,5,6,1,240
Normal,144000,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,912,912,1962,Detchd,5,6,4,1,352
Normal,125000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,912,912,1967,Detchd,5,5,5,1,336
Normal,156000,WD,RL,Gd,CBlock,SBrkr,Gable,Mitchel,912,912,1978,Attchd,6,6,5,2,470
Normal,120000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,912,912,1958,Attchd,5,7,5,1,297
Normal,142000,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,912,912,1961,Detchd,6,8,5,1,288
Normal,114500,COD,RL,TA,CBlock,FuseA,Gable,NAmes,912,912,1958,Attchd,5,5,5,1,275
Normal,80500,WD,RM,NoBasement,Slab,SBrkr,Gable,BrkSide,912,672,1947,NoGarage,4,5,3,0,0
Abnorml,115000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,912,912,1964,Attchd,5,5,5,1,288
Normal,147000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,912,912,1965,Detchd,5,8,5,2,576
Normal,116000,WD,RL,TA,Stone,SBrkr,Gable,NAmes,910,910,1953,Attchd,5,7,5,2,414
Normal,109008,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,907,907,1957,Detchd,4,6,5,1,352
Normal,61000,WD,RL,Fa,BrkTil,FuseA,Gable,Edwards,904,904,1922,NoGarage,1,1,4,0,0
Normal,119000,WD,RM,TA,PConc,SBrkr,Gable,BrkSide,904,904,1926,Detchd,6,7,4,1,180
Abnorml,109900,WD,RL,TA,PConc,SBrkr,Gable,Sawyer,904,904,1966,Attchd,5,7,6,1,408
Normal,125500,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,902,902,1967,Attchd,5,6,6,1,288
Normal,131000,WD,RL,Gd,CBlock,SBrkr,Gable,Mitchel,902,902,1983,Attchd,5,5,5,2,484
Normal,107900,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,901,901,1954,Detchd,4,7,4,1,281
Normal,134800,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,900,900,1951,Detchd,5,7,5,2,576
Normal,122000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,900,900,1967,Detchd,5,5,5,1,280
Normal,123000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,900,900,1967,Attchd,5,5,6,1,288
Normal,130000,WD,RL,TA,PConc,SBrkr,Hip,Sawyer,899,899,1967,Attchd,5,7,5,1,288
Normal,128200,WD,RL,TA,CBlock,SBrkr,Gable,CollgCr,894,894,1976,Attchd,5,6,5,1,308
Abnorml,149900,WD,RL,TA,PConc,SBrkr,Gable,CollgCr,894,894,1972,Attchd,5,7,5,2,552
Normal,123000,WD,RL,TA,CBlock,SBrkr,Hip,CollgCr,894,894,1972,Detchd,5,5,6,2,600
Normal,138500,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,894,894,1965,Detchd,5,8,5,1,336
Normal,142500,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,894,894,1974,Attchd,5,5,5,2,440
Normal,109500,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,894,894,1962,Detchd,5,5,5,1,308
Abnorml,110000,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,894,894,1954,Detchd,4,5,5,2,400
Normal,81000,ConLD,C (all),TA,CBlock,SBrkr,Gable,IDOTRR,894,894,1935,Detchd,3,4,6,3,1248
Normal,130000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,894,894,1967,Attchd,5,7,5,2,450
Normal,129000,WD,RL,Gd,CBlock,SBrkr,Gable,Sawyer,894,894,1968,Attchd,5,5,5,2,450
Normal,125000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,894,894,1966,Detchd,5,5,5,1,384
Normal,135000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,893,893,1949,Detchd,5,7,4,2,576
Normal,100000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,892,892,1967,Attchd,5,5,5,1,288
Normal,110000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,892,892,1966,Attchd,5,5,5,1,264
Normal,91300,WD,RM,Fa,BrkTil,FuseA,Gable,OldTown,886,886,1938,Attchd,5,8,4,1,273
Normal,144000,WD,RL,Gd,CBlock,SBrkr,Gable,SawyerW,884,884,1983,Attchd,5,7,5,2,504
Normal,103200,WD,RL,TA,CBlock,SBrkr,Gable,OldTown,882,882,1956,NoGarage,4,6,4,0,0
Normal,97000,WD,RM,NoBasement,PConc,FuseA,Gable,OldTown,882,882,1956,Detchd,5,5,4,1,308
Normal,106500,WD,RL,NoBasement,Slab,SBrkr,Gable,NAmes,882,882,1959,Attchd,5,7,5,1,294
Normal,112500,WD,RL,TA,CBlock,SBrkr,Gable,CollgCr,882,882,1972,Detchd,5,5,5,2,461
Normal,105000,WD,RM,TA,BrkTil,FuseA,Gable,BrkSide,875,875,1931,Detchd,5,7,5,1,180
Normal,130000,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,874,874,1968,Attchd,5,6,5,1,288
Normal,123000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,872,872,1971,Detchd,4,5,5,4,480
Normal,85500,WD,RL,Gd,PConc,FuseA,Gable,BrkSide,869,869,1923,NoGarage,4,7,4,0,0
Normal,110500,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,866,866,1945,NoGarage,5,9,4,0,0
Normal,115000,ConLI,RL,TA,CBlock,SBrkr,Gable,NAmes,864,864,1971,NoGarage,4,5,5,0,0
Normal,127000,WD,RL,TA,CBlock,SBrkr,Hip,CollgCr,864,864,1972,Detchd,5,7,5,1,352
Normal,98000,WD,RL,TA,CBlock,FuseA,Gable,Edwards,864,864,1925,NoGarage,5,6,5,0,0
Abnorml,97000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,864,864,1971,Detchd,4,6,4,2,576
Normal,141000,WD,RL,TA,CBlock,SBrkr,Gable,Gilbert,864,864,1951,Detchd,4,5,4,2,400
Normal,62383,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,864,864,1965,Detchd,5,5,5,1,360
Normal,129900,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,864,864,1958,Detchd,5,5,5,2,624
Normal,111250,COD,RL,TA,CBlock,SBrkr,Hip,NAmes,864,864,1972,Detchd,4,5,5,2,576
Abnorml,120000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,864,864,1959,Attchd,6,6,4,1,288
Normal,67000,WD,RL,TA,BrkTil,FuseF,Gable,Edwards,864,864,1914,NoGarage,3,3,5,0,0
Normal,124500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,864,864,1970,Detchd,4,7,5,2,463
Normal,120500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,864,864,1970,Detchd,4,6,5,2,660
Normal,127500,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,864,864,1959,Detchd,6,6,5,1,300
Normal,133500,WD,RL,TA,CBlock,SBrkr,Gable,CollgCr,864,864,1972,Attchd,5,6,5,1,338
Normal,136500,WD,RL,TA,CBlock,SBrkr,Gable,CollgCr,864,864,1978,Attchd,5,8,6,1,336
Normal,129000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,864,864,1950,Detchd,5,8,5,2,720
Abnorml,116050,Oth,RL,TA,CBlock,SBrkr,Gable,NAmes,864,864,1970,Attchd,4,5,5,1,280
Normal,99900,WD,RL,Fa,PConc,SBrkr,Gable,Edwards,864,864,1922,NoGarage,5,8,4,0,0
